,0,1,2,3,4,5,6,classe
0,0.29696187646432215,0.2721089142811775,0.2659238127916539,0.2252748367658201,0.08158170164480041,0.08409249324978454,0.06118627623360032,Acordado
1,0.3197029007553438,0.3716470731235832,0.3716470731235832,0.36791183185934573,0.052558833122763673,0.0,0.0,Acordado
2,0.34449534510869145,0.3134470086591258,0.34449534510869145,0.3134470086591258,0.24951314462072213,0.21832400154313186,0.24951314462072213,Acordado
3,0.2607159582297366,0.2607159582297366,0.30060581241588913,0.2607159582297366,0.01999600119960014,0.0282786160897032,0.03999200239920028,Acordado
4,0.4444444444444444,0.4479032082388083,0.4444444444444444,0.5,0.1111111111111111,0.16666666666666666,0.12422599874998833,Acordado
5,0.35179877236514595,0.30262874684312724,0.29851115706299675,0.34826301657349623,0.0,0.04975185951049946,0.04975185951049946,Acordado
6,0.32438397573790506,0.29754681547956774,0.35123667069213743,0.3277224922557709,0.026938622922018266,0.05387724584403653,0.03809696588797297,Acordado
7,0.3329560459081458,0.3329560459081458,0.3363363969981562,0.3363363969981562,0.047565149415449405,0.047565149415449405,0.047565149415449405,Acordado
8,0.34063977348219576,0.34182050414035364,0.37336805793767996,0.40144782295185016,0.0,0.0,0.0,Acordado
9,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.24253562503633297,0.058823529411764705,0.058823529411764705,0.058823529411764705,Acordado
10,0.3699410339009254,0.3681050869161552,0.33333333333333337,0.37539500424764866,0.0,0.0,0.0,Acordado
11,0.3178536264305499,0.3178536264305499,0.37444116435964986,0.2724459655118999,0.06421612990679357,0.09081532183729997,0.06421612990679357,Acordado
12,0.2991983466782894,0.31622776601683794,0.31622776601683794,0.31622776601683794,0.06269075692928594,0.06269075692928594,0.06608186004550898,Acordado
13,0.2614930601062416,0.2443753653700821,0.24253562503633294,0.2597745766924278,0.02443753653700821,0.017279947800812524,0.017279947800812524,Acordado
14,0.3174203325344758,0.3174203325344758,0.3347994625156314,0.3347994625156314,0.05018856132284956,0.04761304988017138,0.04761304988017138,Acordado
15,0.26224651418225464,0.25867836813553613,0.26224651418225464,0.26224651418225464,0.0,0.04311306135592269,0.04311306135592269,Acordado
16,0.3329560459081458,0.3329560459081458,0.38052119532359524,0.3329560459081458,0.3834824944236852,0.3363363969981562,0.3363363969981562,Acordado
17,0.3716470731235832,0.31535299873658207,0.31535299873658207,0.31535299873658207,0.0,0.0,0.0,Acordado
18,0.3716470731235832,0.31535299873658207,0.31535299873658207,0.31535299873658207,0.0,0.0,0.0,Acordado
19,0.3716470731235832,0.36791183185934573,0.36791183185934573,0.36791183185934573,0.052558833122763673,0.0,0.0,Acordado
20,0.35233213170882205,0.3571921148297533,0.29361010975735174,0.35233213170882205,0.29361010975735174,0.23488808780588138,0.23488808780588138,Acordado
21,0.28539089649269644,0.3363363969981562,0.28539089649269644,0.3363363969981562,0.047565149415449405,0.047565149415449405,0.0,Acordado
22,0.2777777777777778,0.2777777777777778,0.28327886186626583,0.2777777777777778,0.0,0.0,0.0,Acordado
23,0.27913276305177787,0.2954972857562432,0.24641437252652504,0.27913276305177787,0.03278248047860214,0.03665192741060711,0.01639124023930107,Acordado
24,0.3562275224099658,0.3293324609693921,0.35347668956393136,0.3537833939075889,0.029456390796994282,0.03293324609693921,0.02082881368183567,Acordado
25,0.3329560459081458,0.3329560459081458,0.3329560459081458,0.3363363969981562,0.0,0.047565149415449405,0.047565149415449405,Acordado
26,0.32762699757694635,0.3028912664076914,0.311845645186875,0.33891353664482177,0.055850389927429085,0.055850389927429085,0.04283529368781194,Acordado
